"id","type","name","province_id","latitude","longitude","created_at","updated_at","deleted_at"
"301","Kabupaten","Nagekeo","23","-8.8721","121.20963","2021-10-20 15:19:47","2021-11-26 14:43:09",NULL
"302","Kabupaten","Natuna","17","4.71417","107.97639","2021-10-20 15:19:47","2021-11-26 14:43:07",NULL
"303","Kabupaten","Nduga","24","-4.45093","138.10089","2021-10-20 15:19:47","2021-11-26 14:43:10",NULL
"304","Kabupaten","Ngada","23","-8.66667","121","2021-10-20 15:19:47","2021-11-26 14:43:08",NULL
"305","Kabupaten","Nganjuk","11","-7.6","111.93333","2021-10-20 15:19:47","2021-11-26 14:43:08",NULL
"306","Kabupaten","Ngawi","11","-7.47444","111.33444","2021-10-20 15:19:47","2021-11-26 14:43:08",NULL
"307","Kabupaten","Nias","34","1.03333","97.76667","2021-10-20 15:19:47","2021-11-26 14:43:03",NULL
"308","Kabupaten","Nias Barat","34","1.05966","97.58606","2021-10-20 15:19:47","2021-11-26 14:43:04",NULL
"309","Kabupaten","Nias Selatan","34","0.77","97.75","2021-10-20 15:19:47","2021-11-26 14:43:04",NULL
"310","Kabupaten","Nias Utara","34","1.33037","97.31964","2021-10-20 15:19:47","2021-11-26 14:43:04",NULL
"311","Kabupaten","Nunukan","16","4.13333","116.7","2021-10-20 15:19:47","2021-11-26 14:43:09",NULL
"312","Kabupaten","Ogan Ilir","33","-3.43186","104.62727","2021-10-20 15:19:47","2021-11-26 14:43:06",NULL
"313","Kabupaten","Ogan Komering Ilir","33","-3.36667","105.36667","2021-10-20 15:19:47","2021-11-26 14:43:06",NULL
"314","Kabupaten","Ogan Komering Ulu","33","-4.13333","104.03333","2021-10-20 15:19:47","2021-11-26 14:43:06",NULL
"315","Kabupaten","Ogan Komering Ulu Selatan","33","-4.65728","104.00659","2021-10-20 15:19:47","2021-11-26 14:43:06",NULL
"316","Kabupaten","Ogan Komering Ulu Timur","33","-3.85679","104.75209","2021-10-20 15:19:47","2021-11-26 14:43:06",NULL
"317","Kabupaten","Pacitan","11","-8.13333","111.16667","2021-10-20 15:19:47","2021-11-26 14:43:08",NULL
"318","Kota","Padang","32","-0.98333","100.45","2021-10-20 15:19:47","2021-11-26 14:43:05",NULL
"319","Kabupaten","Padang Lawas","34","1.44684","99.99207","2021-10-20 15:19:47","2021-11-26 14:43:04",NULL
"320","Kabupaten","Padang Lawas Utara","34","1.46011","99.67346","2021-10-20 15:19:47","2021-11-26 14:43:04",NULL
"321","Kota","Padang Panjang","32","-0.45","100.43333","2021-10-20 15:19:47","2021-11-26 14:43:05",NULL
"322","Kabupaten","Padang Pariaman","32","-0.6","100.28333","2021-10-20 15:19:47","2021-11-26 14:43:05",NULL
"323","Kota","Padang Sidempuan","34","1.37375","99.26843","2021-10-20 15:19:47","2021-11-26 14:43:05",NULL
"324","Kota","Pagar Alam","33","-4.13055","103.26822","2021-10-20 15:19:47","2021-11-26 14:43:06",NULL
"325","Kabupaten","Pakpak Bharat","34","2.56667","98.28333","2021-10-20 15:19:47","2021-11-26 14:43:04",NULL
"326","Kota","Palangka Raya","14","-1.76979","113.73126","2021-10-20 15:19:47","2021-11-26 14:43:09",NULL
"327","Kota","Palembang","33","-3","104.71667","2021-10-20 15:19:47","2021-11-26 14:43:06",NULL
"328","Kota","Palopo","28","-2.97841","120.11078","2021-10-20 15:19:47","2021-11-26 14:43:10",NULL
"329","Kota","Palu","29","-0.86972","119.9","2021-10-20 15:19:47","2021-11-26 14:43:09",NULL
"330","Kabupaten","Pamekasan","11","-7.06667","113.5","2021-10-20 15:19:47","2021-11-26 14:43:08",NULL
"331","Kabupaten","Pandeglang","3","-6.63333","105.75","2021-10-20 15:19:47","2021-11-26 14:43:08",NULL
"332","Kabupaten","Pangandaran","9","-7.6673","108.64037","2021-10-20 15:19:47","2021-11-26 14:43:07",NULL
"333","Kabupaten","Pangkajene Kepulauan","28","-4.7827","119.5506","2021-10-20 15:19:47","2021-11-26 14:51:12",NULL
"334","Kota","Pangkal Pinang","2","-2.13333","106.13333","2021-10-20 15:19:47","2021-11-26 14:43:07",NULL
"335","Kabupaten","Paniai","24","-3.9","136.60001","2021-10-20 15:19:47","2021-11-26 14:43:10",NULL
"336","Kota","Parepare","28","-4.03333","119.65","2021-10-20 15:19:47","2021-11-26 14:50:49",NULL
"337","Kota","Pariaman","32","-0.62682","100.12047","2021-10-20 15:19:47","2021-11-26 14:43:05",NULL
"338","Kabupaten","Parigi Moutong","29","0.3368","120.17841","2021-10-20 15:19:47","2021-11-26 14:43:09",NULL
"339","Kabupaten","Pasaman","32","0.42503","99.94606","2021-10-20 15:19:47","2021-11-26 14:43:05",NULL
"340","Kabupaten","Pasaman Barat","32","0.28152","99.51965","2021-10-20 15:19:47","2021-11-26 14:43:05",NULL
"341","Kabupaten","Paser","15","-1.43517","116.23535","2021-10-20 15:19:47","2021-11-26 14:43:09",NULL
"342","Kabupaten","Pasuruan","11","-7.73333","112.83333","2021-10-20 15:19:47","2021-11-26 14:43:08",NULL
"343","Kota","Pasuruan","11","-7.65","112.9","2021-10-20 15:19:47","2021-11-26 14:43:08",NULL
"344","Kabupaten","Pati","10","-6.76667","111.1","2021-10-20 15:19:47","2021-11-26 14:43:07",NULL
"345","Kota","Payakumbuh","32","-0.23333","100.63333","2021-10-20 15:19:47","2021-11-26 14:43:05",NULL
"346","Kabupaten","Pegunungan Arfak","25","-0.93523","133.89587","2021-10-20 15:19:47","2021-11-26 14:43:10",NULL
"347","Kabupaten","Pegunungan Bintang","24","-4.52167","140.29541","2021-10-20 15:19:47","2021-11-26 14:43:10",NULL
"348","Kabupaten","Pekalongan","10","-7.0319","109.624","2021-10-20 15:19:47","2021-11-26 14:43:08",NULL
"349","Kota","Pekalongan","10","-6.9","109.68333","2021-10-20 15:19:47","2021-11-26 14:43:08",NULL
"350","Kota","Pekanbaru","26","0.53333","101.46667","2021-10-20 15:19:47","2021-11-26 14:43:06",NULL
"351","Kabupaten","Pelalawan","26","0.20822","102.18607","2021-10-20 15:19:47","2021-11-26 14:43:05",NULL
"352","Kabupaten","Pemalang","10","-7.03333","109.4","2021-10-20 15:19:47","2021-11-26 14:43:08",NULL
"353","Kota","Pematang Siantar","34","2.96667","99.05","2021-10-20 15:19:47","2021-11-26 14:43:04",NULL
"354","Kabupaten","Penajam Paser Utara","15","-1.25","116.83333","2021-10-20 15:19:47","2021-11-26 14:43:09",NULL
"355","Kabupaten","Pesawaran","18","-5.4298","105.17899","2021-10-20 15:19:47","2021-11-26 14:43:07",NULL
"356","Kabupaten","Pesisir Barat","18","-5.19323","103.93976","2021-10-20 15:19:47","2021-11-26 14:43:07",NULL
"357","Kabupaten","Pesisir Selatan","32","-1.58333","100.85","2021-10-20 15:19:47","2021-11-26 14:43:05",NULL
"358","Kabupaten","Pidie","21","5.08","96.11","2021-10-20 15:19:47","2021-11-26 14:43:03",NULL
"359","Kabupaten","Pidie Jaya","21","5.15","96.21667","2021-10-20 15:19:47","2021-11-26 14:43:03",NULL
"360","Kabupaten","Pinrang","28","-3.61667","119.6","2021-10-20 15:19:47","2021-11-26 14:43:09",NULL
"361","Kabupaten","Pohuwato","7","0.7098","121.59582","2021-10-20 15:19:47","2021-11-26 14:43:10",NULL
"362","Kabupaten","Polewali Mandar","27","-3.3","119.16667","2021-10-20 15:19:47","2021-11-26 14:43:10",NULL
"363","Kabupaten","Ponorogo","11","-7.93333","111.5","2021-10-20 15:19:47","2021-11-26 14:43:08",NULL
"364","Kabupaten","Pontianak","12","-0.08333","109.36667","2021-10-20 15:19:47","2021-11-26 14:50:48",NULL
"365","Kota","Pontianak","12","-0.08333","109.36667","2021-10-20 15:19:47","2021-11-26 14:43:09",NULL
"366","Kabupaten","Poso","29","-1.65","120.5","2021-10-20 15:19:47","2021-11-26 14:43:09",NULL
"367","Kota","Prabumulih","33","-3.46202","104.2229","2021-10-20 15:19:47","2021-11-26 14:43:06",NULL
"368","Kabupaten","Pringsewu","18","-5.42211","104.93454","2021-10-20 15:19:47","2021-11-26 14:43:07",NULL
"369","Kabupaten","Probolinggo","11","-7.86667","113.31667","2021-10-20 15:19:47","2021-11-26 14:43:08",NULL
"370","Kota","Probolinggo","11","-7.78333","113.21667","2021-10-20 15:19:47","2021-11-26 14:43:08",NULL
"371","Kabupaten","Pulang Pisau","14","-3.11858","113.8623","2021-10-20 15:19:47","2021-11-26 14:43:09",NULL
"372","Kabupaten","Pulau Morotai","20","2.19924","128.40546","2021-10-20 15:19:47","2021-11-26 14:43:10",NULL
"373","Kabupaten","Puncak","24","-4.14204","137.09702","2021-10-20 15:19:47","2021-11-26 14:43:10",NULL
"374","Kabupaten","Puncak Jaya","24","-3.67241","137.43896","2021-10-20 15:19:47","2021-11-26 14:43:10",NULL
"375","Kabupaten","Purbalingga","10","-7.28417","109.35028","2021-10-20 15:19:47","2021-11-26 14:43:07",NULL
"376","Kabupaten","Purwakarta","9","-6.58333","107.45","2021-10-20 15:19:47","2021-11-26 14:43:07",NULL
"377","Kabupaten","Purworejo","10","-7.7","109.96667","2021-10-20 15:19:47","2021-11-26 14:43:07",NULL
"378","Kabupaten","Raja Ampat","25","-0.5","130","2021-10-20 15:19:47","2021-11-26 14:43:10",NULL
"379","Kabupaten","Rejang Lebong","4","-3.43333","102.71667","2021-10-20 15:19:47","2021-11-26 14:43:06",NULL
"380","Kabupaten","Rembang","10","-6.78333","111.46667","2021-10-20 15:19:47","2021-11-26 14:43:07",NULL
"381","Kabupaten","Rokan Hilir","26","2.16599","100.82514","2021-10-20 15:19:47","2021-11-26 14:43:06",NULL
"382","Kabupaten","Rokan Hulu","26","0.88333","100.48333","2021-10-20 15:19:47","2021-11-26 14:43:06",NULL
"383","Kabupaten","Rote Ndao","23","-10.73617","123.12054","2021-10-20 15:19:47","2021-11-26 14:43:09",NULL
"384","Kota","Sabang","21","5.82164","95.31086","2021-10-20 15:19:47","2021-11-26 14:43:03",NULL
"385","Kabupaten","Sabu Raijua","23","-10.56286","121.78894","2021-10-20 15:19:47","2021-11-26 14:43:09",NULL
"386","Kota","Salatiga","10","-7.33278","110.48333","2021-10-20 15:19:47","2021-11-26 14:43:08",NULL
"387","Kota","Samarinda","15","-0.43333","117.18333","2021-10-20 15:19:47","2021-11-26 14:43:09",NULL
"388","Kabupaten","Sambas","12","1.41667","109.33333","2021-10-20 15:19:47","2021-11-26 14:43:09",NULL
"389","Kabupaten","Samosir","34","2.64025","98.71525","2021-10-20 15:19:47","2021-11-26 14:43:04",NULL
"390","Kabupaten","Sampang","11","-7.05","113.25","2021-10-20 15:19:47","2021-11-26 14:43:08",NULL
"391","Kabupaten","Sanggau","12","0.25472","110.45","2021-10-20 15:19:47","2021-11-26 14:43:09",NULL
"392","Kabupaten","Sarmi","24","-2.41667","139.08333","2021-10-20 15:19:47","2021-11-26 14:43:10",NULL
"393","Kabupaten","Sarolangun","8","-2.3","102.65","2021-10-20 15:19:47","2021-11-26 14:43:06",NULL
"394","Kota","Sawah Lunto","32","-0.6","100.75","2021-10-20 15:19:47","2021-11-26 14:43:05",NULL
"395","Kabupaten","Sekadau","12","0.03485","110.95066","2021-10-20 15:19:47","2021-11-26 14:43:09",NULL
"396","Kabupaten","Selayar (Kepulauan Selayar)","28","-6.81667","120.8","2021-10-20 15:19:47","2021-11-26 14:50:49",NULL
"397","Kabupaten","Seluma","4","-3.96644","102.47429","2021-10-20 15:19:47","2021-11-26 14:43:06",NULL
"398","Kabupaten","Semarang","10","-7.20667","110.44139","2021-10-20 15:19:47","2021-11-26 14:43:07",NULL
"399","Kota","Semarang","10","-7.03333","110.38333","2021-10-20 15:19:47","2021-11-26 14:43:08",NULL
"400","Kabupaten","Seram Bagian Barat","19","-3.1027","128.42996","2021-10-20 15:19:47","2021-11-26 14:43:10",NULL
"401","Kabupaten","Seram Bagian Timur","19","-3.39851","130.39166","2021-10-20 15:19:47","2021-11-26 14:43:10",NULL
"402","Kabupaten","Serang","3","-6.15","106","2021-10-20 15:19:47","2021-11-26 14:43:08",NULL
"403","Kota","Serang","3","-6.12563","106.14999","2021-10-20 15:19:47","2021-11-26 14:43:08",NULL
"404","Kabupaten","Serdang Bedagai","34","3.36667","99.03333","2021-10-20 15:19:47","2021-11-26 14:43:04",NULL
"405","Kabupaten","Seruyan","14","-2.33333","112.25","2021-10-20 15:19:47","2021-11-26 14:43:09",NULL
"406","Kabupaten","Siak","26","0.97453","102.01355","2021-10-20 15:19:47","2021-11-26 14:43:05",NULL
"407","Kota","Sibolga","34","1.73333","98.8","2021-10-20 15:19:47","2021-11-26 14:43:04",NULL
"408","Kabupaten","Sidenreng Rappang/Rapang","28","-3.85","119.96667","2021-10-20 15:19:47","2021-11-26 14:50:49",NULL
"409","Kabupaten","Sidoarjo","11","-7.45","112.7","2021-10-20 15:19:47","2021-11-26 14:43:08",NULL
"410","Kabupaten","Sigi","29","-1.385","119.96694","2021-10-20 15:19:47","2021-11-26 14:43:09",NULL
"411","Kabupaten","Sijunjung (Sawah Lunto Sijunjung)","32","-1.1827","101.6056","2021-10-20 15:19:47","2021-11-26 14:50:47",NULL
"412","Kabupaten","Sikka","23","-8.66667","122.36667","2021-10-20 15:19:47","2021-11-26 14:43:08",NULL
"413","Kabupaten","Simalungun","34","2.9","99","2021-10-20 15:19:47","2021-11-26 14:43:04",NULL
"414","Kabupaten","Simeulue","21","2.61667","96.08333","2021-10-20 15:19:47","2021-11-26 14:43:02",NULL
"415","Kota","Singkawang","12","0.90734","109.00103","2021-10-20 15:19:47","2021-11-26 14:43:09",NULL
"416","Kabupaten","Sinjai","28","-5.21667","120.15","2021-10-20 15:19:47","2021-11-26 14:43:09",NULL
"417","Kabupaten","Sintang","12","-0.08333","112.08333","2021-10-20 15:19:47","2021-11-26 14:43:09",NULL
"418","Kabupaten","Situbondo","11","-7.71667","114.05","2021-10-20 15:19:47","2021-11-26 14:43:08",NULL
"419","Kabupaten","Sleman","5","-7.68167","110.32333","2021-10-20 15:19:47","2021-11-26 14:43:08",NULL
"420","Kabupaten","Solok","32","-0.96667","100.81667","2021-10-20 15:19:47","2021-11-26 14:43:05",NULL
"421","Kota","Solok","32","-0.76667","100.61667","2021-10-20 15:19:47","2021-11-26 14:43:05",NULL
"422","Kabupaten","Solok Selatan","32","-1.23333","101.417","2021-10-20 15:19:47","2021-11-26 14:43:05",NULL
"423","Kabupaten","Soppeng","28","-4.3842","119.89","2021-10-20 15:19:47","2021-11-26 14:43:09",NULL
"424","Kabupaten","Sorong","25","-1.16667","131.5","2021-10-20 15:19:47","2021-11-26 14:43:10",NULL
"425","Kota","Sorong","25","-0.86507","131.25153","2021-10-20 15:19:47","2021-11-26 14:43:10",NULL
"426","Kabupaten","Sorong Selatan","25","-1.50495","132.28638","2021-10-20 15:19:47","2021-11-26 14:43:10",NULL
"427","Kabupaten","Sragen","10","-7.41278","110.935","2021-10-20 15:19:47","2021-11-26 14:43:07",NULL
"428","Kabupaten","Subang","9","-6.50833","107.7025","2021-10-20 15:19:47","2021-11-26 14:43:07",NULL
"429","Kota","Subulussalam","21","2.75","97.93333","2021-10-20 15:19:47","2021-11-26 14:43:03",NULL
"430","Kabupaten","Sukabumi","9","-7.06667","106.7","2021-10-20 15:19:47","2021-11-26 14:43:07",NULL
"431","Kota","Sukabumi","9","-6.95","106.93333","2021-10-20 15:19:47","2021-11-26 14:43:07",NULL
"432","Kabupaten","Sukamara","14","-2.62675","111.23681","2021-10-20 15:19:47","2021-11-26 14:43:09",NULL
"433","Kabupaten","Sukoharjo","10","-7.68333","110.83333","2021-10-20 15:19:47","2021-11-26 14:43:07",NULL
"434","Kabupaten","Sumba Barat","23","-9.56667","119.45","2021-10-20 15:19:47","2021-11-26 14:43:08",NULL
"435","Kabupaten","Sumba Barat Daya","23","-9.56216","119.08905","2021-10-20 15:19:47","2021-11-26 14:43:09",NULL
"436","Kabupaten","Sumba Tengah","23","-9.62941","119.61914","2021-10-20 15:19:47","2021-11-26 14:43:09",NULL
"437","Kabupaten","Sumba Timur","23","-9.88333","120.25","2021-10-20 15:19:47","2021-11-26 14:43:08",NULL
"438","Kabupaten","Sumbawa","22","-8.7439","117.3324","2021-10-20 15:19:47","2021-11-26 14:43:08",NULL
"439","Kabupaten","Sumbawa Barat","22","-8.75159","116.92132","2021-10-20 15:19:47","2021-11-26 14:43:08",NULL
"440","Kabupaten","Sumedang","9","-6.81667","107.98333","2021-10-20 15:19:47","2021-11-26 14:43:07",NULL
"441","Kabupaten","Sumenep","11","-7.11667","114.33333","2021-10-20 15:19:47","2021-11-26 14:43:08",NULL
"442","Kota","Sungai Penuh","8","-2.10896","101.32175","2021-10-20 15:19:47","2021-11-26 14:47:06",NULL
"443","Kabupaten","Supiori","24","-0.73881","135.61111","2021-10-20 15:19:47","2021-11-26 14:43:10",NULL
"444","Kota","Surabaya","11","-7.26667","112.71667","2021-10-20 15:19:47","2021-11-26 14:43:08",NULL
"445","Kota","Surakarta","10","-7.55","110.81667","2021-10-20 15:19:47","2021-11-26 14:47:06",NULL
"446","Kabupaten","Tabalong","13","-1.88333","115.5","2021-10-20 15:19:47","2021-11-26 14:43:09",NULL
"447","Kabupaten","Tabanan","1","-8.43333","115.06667","2021-10-20 15:19:47","2021-11-26 14:43:08",NULL
"448","Kabupaten","Takalar","28","-5.41667","119.51667","2021-10-20 15:19:47","2021-11-26 14:43:09",NULL
"449","Kabupaten","Tambrauw","25","-0.60515","132.48962","2021-10-20 15:19:47","2021-11-26 14:43:10",NULL
"450","Kabupaten","Tana Tidung","16","3.55","117.25","2021-10-20 15:19:47","2021-11-26 14:43:09",NULL
"451","Kabupaten","Tana Toraja","28","-3.0024","119.79655","2021-10-20 15:19:47","2021-11-26 14:43:10",NULL
"452","Kabupaten","Tanah Bumbu","13","-3.45413","115.70372","2021-10-20 15:19:47","2021-11-26 14:43:09",NULL
"453","Kabupaten","Tanah Datar","32","-0.4555","100.5771","2021-10-20 15:19:47","2021-11-26 14:43:05",NULL
"454","Kabupaten","Tanah Laut","13","-3.88333","114.86667","2021-10-20 15:19:47","2021-11-26 14:43:09",NULL
"455","Kabupaten","Tangerang","3","-6.2","106.46667","2021-10-20 15:19:47","2021-11-26 14:43:08",NULL
"456","Kota","Tangerang","3","-6.17944","106.62991","2021-10-20 15:19:47","2021-11-26 14:43:08",NULL
"457","Kota","Tangerang Selatan","3","-6.29373","106.71244","2021-10-20 15:19:47","2021-11-26 14:43:08",NULL
"458","Kabupaten","Tanggamus","18","-5.38508","104.62349","2021-10-20 15:19:47","2021-11-26 14:43:06",NULL
"459","Kota","Tanjung Balai","34","2.95833","99.79167","2021-10-20 15:19:47","2021-11-26 14:43:04",NULL
"460","Kabupaten","Tanjung Jabung Barat","8","-1.1544","103.24402","2021-10-20 15:19:47","2021-11-26 14:43:06",NULL
"461","Kabupaten","Tanjung Jabung Timur","8","-1.13198","103.61755","2021-10-20 15:19:47","2021-11-26 14:43:06",NULL
"462","Kota","Tanjung Pinang","17","0.91683","104.44329","2021-10-20 15:19:47","2021-11-26 14:43:07",NULL
"463","Kabupaten","Tapanuli Selatan","34","1.51667","99.25","2021-10-20 15:19:47","2021-11-26 14:43:04",NULL
"464","Kabupaten","Tapanuli Tengah","34","1.9","98.66667","2021-10-20 15:19:47","2021-11-26 14:43:04",NULL
"465","Kabupaten","Tapanuli Utara","34","2.0028","99.0707","2021-10-20 15:19:47","2021-11-26 14:43:04",NULL
"466","Kabupaten","Tapin","13","-2.91667","115.03333","2021-10-20 15:19:47","2021-11-26 14:43:09",NULL
"467","Kota","Tarakan","16","3.36667","117.6","2021-10-20 15:19:47","2021-11-26 14:43:09",NULL
"468","Kabupaten","Tasikmalaya","9","-7.5","108.13333","2021-10-20 15:19:47","2021-11-26 14:43:07",NULL
"469","Kota","Tasikmalaya","9","-7.35","108.21667","2021-10-20 15:19:47","2021-11-26 14:43:07",NULL
"470","Kota","Tebing Tinggi","34","3.325","99.14167","2021-10-20 15:19:47","2021-11-26 14:43:04",NULL
"471","Kabupaten","Tebo","8","-1.45576","102.37473","2021-10-20 15:19:47","2021-11-26 14:43:06",NULL
"472","Kabupaten","Tegal","10","-7.03333","109.16667","2021-10-20 15:19:47","2021-11-26 14:43:08",NULL
"473","Kota","Tegal","10","-6.8686","109.1129","2021-10-20 15:19:47","2021-11-26 14:43:08",NULL
"474","Kabupaten","Teluk Bintuni","25","-1.88037","133.33105","2021-10-20 15:19:47","2021-11-26 14:43:10",NULL
"475","Kabupaten","Teluk Wondama","25","-2.7","134.5","2021-10-20 15:19:47","2021-11-26 14:43:10",NULL
"476","Kabupaten","Temanggung","10","-7.25","110.11667","2021-10-20 15:19:47","2021-11-26 14:43:07",NULL
"477","Kota","Ternate","20","0.89618","127.31016","2021-10-20 15:19:47","2021-11-26 14:43:10",NULL
"478","Kota","Tidore Kepulauan","20","0.60962","127.56981","2021-10-20 15:19:47","2021-11-26 14:43:10",NULL
"479","Kabupaten","Timor Tengah Selatan","23","-9.83333","124.4","2021-10-20 15:19:47","2021-11-26 14:43:08",NULL
"480","Kabupaten","Timor Tengah Utara","23","-9.33136","124.51904","2021-10-20 15:19:47","2021-11-26 14:43:08",NULL
"481","Kabupaten","Toba Samosir","34","2.39793","99.21678","2021-10-20 15:19:47","2021-11-26 14:43:04",NULL
"482","Kabupaten","Tojo Una-Una","29","-1.2036","121.48201","2021-10-20 15:19:47","2021-11-26 14:43:09",NULL
"483","Kabupaten","Toli-Toli","29","1.30862","120.88643","2021-10-20 15:19:47","2021-11-26 14:43:09",NULL
"484","Kabupaten","Tolikara","24","-3.42661","137.41699","2021-10-20 15:19:47","2021-11-26 14:43:10",NULL
"485","Kota","Tomohon","31","1.31307","124.83404","2021-10-20 15:19:47","2021-11-26 14:43:09",NULL
"486","Kabupaten","Toraja Utara","28","-2.92738","119.79218","2021-10-20 15:19:47","2021-11-26 14:43:10",NULL
"487","Kabupaten","Trenggalek","11","-8.16667","111.61667","2021-10-20 15:19:47","2021-11-26 14:43:08",NULL
"488","Kota","Tual","19","-5.64301","132.74934","2021-10-20 15:19:47","2021-11-26 14:43:10",NULL
"489","Kabupaten","Tuban","11","-6.96667","111.9","2021-10-20 15:19:47","2021-11-26 14:43:08",NULL
"490","Kabupaten","Tulang Bawang","18","-4.20604","105.57999","2021-10-20 15:19:47","2021-11-26 14:50:48",NULL
"491","Kabupaten","Tulang Bawang Barat","18","-4.43975","105.0444","2021-10-20 15:19:47","2021-11-26 14:43:07",NULL
"492","Kabupaten","Tulungagung","11","-8.11667","111.91667","2021-10-20 15:19:47","2021-11-26 14:43:08",NULL
"493","Kabupaten","Wajo","28","-4","120.16667","2021-10-20 15:19:47","2021-11-26 14:43:09",NULL
"494","Kabupaten","Wakatobi","30","-5.31934","123.5948","2021-10-20 15:19:47","2021-11-26 14:43:10",NULL
"495","Kabupaten","Waropen","24","-2.286","137.01837","2021-10-20 15:19:47","2021-11-26 14:43:10",NULL
"496","Kabupaten","Way Kanan","18","-4.44705","104.52753","2021-10-20 15:19:47","2021-11-26 14:43:07",NULL
"497","Kabupaten","Wonogiri","10","-7.91667","111","2021-10-20 15:19:47","2021-11-26 14:43:07",NULL
"498","Kabupaten","Wonosobo","10","-7.36139","109.92667","2021-10-20 15:19:47","2021-11-26 14:43:07",NULL
"499","Kabupaten","Yahukimo","24","-4.60403","139.58405","2021-10-20 15:19:47","2021-11-26 14:43:10",NULL
"500","Kabupaten","Yalimo","24","-3.86037","138.47305","2021-10-20 15:19:47","2021-11-26 14:43:10",NULL
"501","Kota","Yogyakarta","5","-7.8","110.375","2021-10-20 15:19:47","2021-11-26 14:43:08",NULL
